Lname,Fname,Alias,Gender,Age,Color,Day,Month,Year,Date,FullDate,City,County,State,Children,Literate,Armed,Transportation,Enslaver,Reward,CityState,Long,Lat
Burton,Hale,<i>None/Unknown</i>,Male,<i>Unknown</i>,<i>Unknown</i>,null,null,1860,null 1860,1860,Kunkletown,Worcester County,MD,No,No,No,Boat,<i>Unknown</i>,<i>None/Unknown</i>,"Kunkletown, MD",-75.323368,38.237653
