Lname,Fname,Alias,Gender,Age,Color,Day,Month,Year,Date,FullDate,City,County,State,Children,Literate,Armed,Transportation,Enslaver,Reward,CityState,Long,Lat
Anderson,George,Henry Jones,Male,19,<i>Unknown</i>,16,Dec,1854,Dec 1854,"December 16, 1854",Herberts Crossroads,<i>County Unknown</i>,null,No,No,No,<i>Unknown</i>,Harom Stump,$100 In-State,"Herberts Crossroads, <i>State Unknown</i>",0,0
