Long,Lat
-116.4126573,33.7437534
-116.1858997,33.6925769
-116.9189551,32.8111228
-117.3238347,34.5066292
-117.0779666,32.6042144
-117.066541,32.760345
-117.1013803,32.7491592
-115.5513161,32.7804431
-115.1030074,36.1165151
-115.1859724,36.1594867
-119.8206937,39.5303045
-111.8657326,40.7549539
-108.5863038,37.3499383
-107.8761243,37.2469434
-108.5636878,45.7763312
-117.2419024,47.6586577
-112.0576389,46.6027591
-111.2917316,47.502589
-96.0554422,41.28728
-95.8679644,41.2599384
-96.654416,40.7562973
-93.602627,41.5278015
-97.3094823,37.6938287
-94.6367454,38.9310037
-93.351581,45.092041
-93.1895313,44.9617544
-93.2949146,44.9496165
-92.9323444,44.9240542
-87.7738396,41.8945381
-85.641076,42.276595
-87.6333301,41.9040615
-93.2949146,44.9496165
-93.1895313,44.9617544
-91.5410302,41.6493748
-93.6514853,42.0211562
-89.6877244,39.8085684
-89.9818515,38.6002851
-89.9818515,38.6002852
-87.3325331,41.4614064
-88.2391966,41.7580093
-88.2351288,40.1137577
-82.9112846,39.9561793
-79.9968077,40.4434047
-84.9705365,45.3639166
-85.593131,44.7589243
-83.7458395,43.0161256
-84.5077581,42.7364283
-83.699072,42.2551835
-83.1375008,42.4656416
-83.0281236,42.5093923
-93.5499957,47.2356946
-84.3346253,30.4520848
-81.6217279,30.2623702
-79.999208,32.798006
-81.2208584,28.5970762
-82.4581333,28.0894795
-81.4106147,28.3012784
-82.5424722,27.3429529
-80.2971604,27.2883482
-81.8486897,26.5484065
-80.247139,26.0115416
-80.2099634,25.9226023
-80.3851341,25.6851707
-81.0034031,34.0153021
-80.8351406,35.2088188
-80.2930664,36.0798629
-78.9594487,35.0792199
-77.9274132,34.2090587
-79.0140368,35.9447118
-80.0058491,37.3116769
-76.177407,36.857309
-76.4236108,37.0306885
-77.4116572,37.5393697
-77.4904071,37.5594978
-78.492052,38.081353
-76.8816332,38.6138409
-76.9215805,38.850532
-77.2067876,39.1735899
-81.4995715,41.4091897
-83.7786454,42.2776603
-75.8776771,41.2476835
-76.7948703,42.0941746
-76.5094855,42.4403256
-75.246772,43.094243
-76.1330356,43.0464571
-77.5995449,43.1606775
-78.1935356,43.0011078
-78.8372681,42.9405312
-78.8775863,43.0222396
-79.0503031,43.0959731
-77.2779007,42.8862926
-75.9201033,40.3642526
-75.6103606,39.9566733
-75.5507282,39.7427944
-74.9375915,40.0232734
-75.0000504,40.1039778
-75.0864424,40.2010949
-74.7559531,40.2209251
-74.9367114,40.1119153
-76.0822185,38.7842162
-75.5246474,39.1484283
-74.1873729,42.9741558
-73.6558356,43.34613
-76.5092173,38.976112
-72.9740014,43.6126978
-73.8013161,43.0795816
-73.9997426,41.9286457
-73.7796122,42.2473909
-73.1176068,41.8235043
-73.677776,42.7380737
-73.8984635,40.9330906
-73.9747176,40.8955218
-74.0403263,40.8972622
-73.8375939,40.9123988
-73.7904856,40.9124847
-73.4468522,41.3882723
-73.5436327,41.0667805
-157.8503445,21.3040572
-73.4571623,44.6970595
-74.1302384,44.3253499
-73.9290677,41.7013364
-74.029855,41.4966474
-74.3356979,41.390586
-73.061488,41.5685576
-73.2202352,41.2245612
-77.0625488,42.1501769
-73.2140638,44.4743427
-75.4788488,43.7766477
-75.169976,44.5957348
-75.4915234,44.6984144
-71.1228908,42.3525745
-71.8181459,42.2631907
-71.4178303,41.8174722
-72.2362016,41.7188989
-75.9132714,43.9743691
-72.5644948,41.9892285
-72.2812923,42.9343042
-72.6121063,42.1256294
-74.1443434,40.9178734
-73.9913147,40.692761
-74.171021,40.7305354
-74.637236,40.220967
-74.0319774,41.1065651
-74.0665055,40.3378417
-76.7415615,39.3901814
-77.4055993,39.4422172
-77.0002943,38.9063052
-74.4830145,40.8061213
-76.5761274,39.3936889
-73.9196783,40.8168619
-73.9461323,40.7465337
-75.1195215,39.9409943
-72.9182339,41.3199423
-73.0354456,40.7799204
-73.4206454,40.8601005
-76.7251586,39.9524219
-73.1979247,40.8530839
-72.6500701,40.9237785
-73.3063306,40.71841
-73.9285244,42.8013058
-73.9997426,41.9286457
-70.2587075,43.6580382
-73.7886877,42.68074
-74.3045494,44.8482263
-71.4632158,43.0016158
-72.1035686,41.5540307
-72.7240322,41.7304503
-70.7763232,43.4405214
-74.4806829,42.6808751
-122.4712567,48.7504404
-104.8490724,38.8808891
-107.3652224,39.561978
-82.5538782,35.5821747
-92.4811814,44.0310566
-74.2829217,40.5113094
-74.2142749,40.6622688
-74.9778356,40.758944
-72.3190297,43.6474845
-78.7732177,42.840413
-121.82275,37.9989007
-120.4755214,37.3202045
-118.1203132,34.5805827
-122.3292634,37.977616
-121.4636711,38.5819146
-117.1429018,32.9137646
-117.1650083,32.8343309
-117.0855727,32.7060516
-117.2161716,32.8033248
-121.3155238,37.9892432
-121.435348,37.7447437
-72.6972152,41.7822004
-72.5219288,41.7822702
-72.1020028,41.355115
-75.6020214,38.6601114
-88.9522717,40.495939
-87.6594617,41.9863005
-87.6639789,41.7832352
-87.6264156,41.882614
-87.6426783,41.6888644
-88.9742967,39.8772151
-87.697477,41.5291411
-88.8417725,41.3462399
-87.8545918,42.3828215
-69.9644686,43.9224071
-74.218808,40.768112
-74.8584442,40.5436706
-74.2164193,40.8148799
-74.1579544,40.7298688
-77.598882,43.114831
-73.763786,42.8599311
-74.3684751,43.0204672
-75.4404202,43.2312985
-74.0772782,40.6421085
-75.4755495,40.6022077
-80.078421,26.6940238
-94.7187398,39.1428056
-84.5081667,39.1237825
-75.1606946,39.9474999
-111.8628671,40.7657899
-111.8341738,41.7420334
-117.1794394,46.7159979
-120.9963879,37.6499157
-121.203641,37.7976624
-112.183567,33.6083318
-110.8817886,32.2481851
-118.3582077,33.9747619
-118.3070617,34.0522504
-119.3001915,36.3316464
-82.6420577,27.7706144
-87.6655809,41.9025605
-87.8545918,41.6265179
-96.3499846,42.4796049
-106.530903,35.1168993
-86.8331267,40.4046383
-83.3742887,42.4010961
-83.0639479,42.3509046
-113.9923171,46.8701249
-73.7887274,41.0403145
-73.4305213,40.6835536
-75.3371117,40.1233824
-81.0963892,32.0268117
-84.0242405,33.9660372
-84.3488971,33.7420672
-84.5222412,33.955527
-120.3129265,47.4116627
-120.5464792,46.9984898
-119.2896121,47.1239361
-119.1423763,46.2421584
-115.4929361,32.6686511
-104.7345734,40.4236937
-74.7513718,41.057967
-105.9909298,38.5341856
-89.5889864,40.6936488
-89.9668412,38.6024317
-77.0914371,39.4459068
-93.1053011,45.0088852
-95.0127434,45.1243547
-92.1136765,46.7995287
-94.1503765,45.5661228
-96.7670619,46.8390121
-94.9062329,47.4931409
-95.3842241,45.8843575
-122.9344758,43.1040821
-116.9720664,44.0241818
